rank,inspect_components,inspect_semis,dismantle_semis,inspect_final,dismantle_final,semi_expected_costs,semi_output_good_probabilities,pass_probability_per_final_assembly,expected_fulfillment_cost,expected_profit
176,01111111,111,001,1,1,"[48.83401920438958, 45.432098765432094, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.4883401920439,49.51165980795611
177,11101111,111,001,1,1,"[45.432098765432094, 48.83401920438958, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.4883401920439,49.51165980795611
178,10111010,111,000,0,1,"[48.01097393689986, 46.09053497942386, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.52126200274347,49.47873799725653
179,11010110,111,000,0,1,"[46.09053497942386, 48.01097393689986, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.52126200274347,49.47873799725653
180,11011000,111,000,0,1,"[46.09053497942386, 46.09053497942386, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,150.52126200274347,49.47873799725653
181,11011001,111,000,0,1,"[46.09053497942386, 46.09053497942386, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,150.52126200274347,49.47873799725653
182,11011011,111,000,1,1,"[46.09053497942386, 46.09053497942386, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.57613168724276,49.423868312757236
183,00111111,111,010,0,1,"[51.51653711324493, 42.888888888888886, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.57826550830669,49.421734491693314
184,11100111,111,100,0,1,"[42.888888888888886, 51.51653711324493, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.57826550830669,49.421734491693314
185,01011100,111,010,0,1,"[49.38271604938271, 42.888888888888886, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,150.61179698216733,49.388203017832666
186,11101000,111,100,0,1,"[42.888888888888886, 49.38271604938271, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,150.61179698216733,49.388203017832666
187,01011101,111,010,0,1,"[49.38271604938271, 42.888888888888886, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,150.61179698216736,49.38820301783264
188,11101001,111,100,0,1,"[42.888888888888886, 49.38271604938271, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,150.61179698216736,49.38820301783264
189,00111111,111,011,1,1,"[51.51653711324493, 42.888888888888886, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.62764822435602,49.37235177564398
190,11100111,111,101,1,1,"[42.888888888888886, 51.51653711324493, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.62764822435602,49.37235177564398
191,01011111,111,010,1,1,"[49.38271604938271, 42.888888888888886, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.66666666666666,49.33333333333334
192,11101011,111,100,1,1,"[42.888888888888886, 49.38271604938271, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.66666666666666,49.33333333333334
193,01111110,111,000,0,1,"[48.83401920438958, 45.432098765432094, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.68587105624144,49.31412894375856
194,11101110,111,000,0,1,"[45.432098765432094, 48.83401920438958, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.68587105624144,49.31412894375856
195,10011011,111,000,0,1,"[48.46822130772747, 46.09053497942386, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.73159579332417,49.268404206675825
196,11010011,111,000,0,1,"[46.09053497942386, 48.46822130772747, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.73159579332417,49.268404206675825
197,10011011,111,001,1,1,"[48.46822130772747, 46.09053497942386, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.78097850937354,49.21902149062646
198,11010011,111,001,1,1,"[46.09053497942386, 48.46822130772747, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.78097850937354,49.21902149062646
199,11011010,111,000,1,1,"[46.09053497942386, 46.09053497942386, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.82304526748968,49.176954732510325
200,00111110,111,010,0,1,"[51.51653711324493, 42.888888888888886, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.82517908855357,49.17482091144643
201,11100110,111,100,0,1,"[42.888888888888886, 51.51653711324493, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.82517908855357,49.17482091144643
202,01110111,111,001,0,1,"[48.83401920438958, 48.01097393689986, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.84499314128945,49.15500685871055
203,10101111,111,001,0,1,"[48.01097393689986, 48.83401920438958, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.84499314128945,49.15500685871055
204,00011111,111,010,0,1,"[51.821368693796664, 42.888888888888886, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.8830970888584,49.11690291114161
205,11100011,111,100,0,1,"[42.888888888888886, 51.821368693796664, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.8830970888584,49.11690291114161
206,01011110,111,010,1,1,"[49.38271604938271, 42.888888888888886, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.91358024691354,49.08641975308646
207,11101010,111,100,1,1,"[42.888888888888886, 49.38271604938271, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.91358024691354,49.08641975308646
208,00011111,111,011,1,1,"[51.821368693796664, 42.888888888888886, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.93247980490776,49.06752019509224
209,11100011,111,101,1,1,"[42.888888888888886, 51.821368693796664, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.93247980490776,49.06752019509224
210,10010011,111,001,0,1,"[48.46822130772747, 48.46822130772747, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.93644261545495,49.06355738454505
211,00111111,111,001,0,1,"[51.51653711324493, 45.432098765432094, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.94863587867704,49.05136412132296
212,11100111,111,001,0,1,"[45.432098765432094, 51.51653711324493, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,150.94863587867704,49.05136412132296
213,10011010,111,000,0,1,"[48.46822130772747, 46.09053497942386, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.9785093735711,49.021490626428914
214,11010010,111,000,0,1,"[46.09053497942386, 48.46822130772747, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,150.9785093735711,49.021490626428914
215,01011111,111,000,0,1,"[49.38271604938271, 45.432098765432094, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.98765432098764,49.012345679012356
216,11101011,111,000,0,1,"[45.432098765432094, 49.38271604938271, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,150.98765432098764,49.012345679012356
217,01011111,111,001,1,1,"[49.38271604938271, 45.432098765432094, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.037037037037,48.96296296296299
218,11101011,111,001,1,1,"[45.432098765432094, 49.38271604938271, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.037037037037,48.96296296296299
219,01111011,111,000,0,1,"[48.83401920438958, 46.09053497942386, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,151.0973936899863,48.90260631001371
220,11001111,111,000,0,1,"[46.09053497942386, 48.83401920438958, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,151.0973936899863,48.90260631001371
221,00011110,111,010,0,1,"[51.821368693796664, 42.888888888888886, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,151.1300106691053,48.8699893308947
222,11100010,111,100,0,1,"[42.888888888888886, 51.821368693796664, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,151.1300106691053,48.8699893308947
223,01111011,111,001,1,1,"[48.83401920438958, 46.09053497942386, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.14677640603566,48.853223593964344
224,11001111,111,001,1,1,"[46.09053497942386, 48.83401920438958, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.14677640603566,48.853223593964344
225,01011110,111,000,0,1,"[49.38271604938271, 45.432098765432094, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,151.23456790123456,48.765432098765444
226,11101010,111,000,0,1,"[45.432098765432094, 49.38271604938271, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,151.23456790123456,48.765432098765444
227,00011111,111,001,0,1,"[51.821368693796664, 45.432098765432094, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.25346745922877,48.74653254077123
228,11100011,111,001,0,1,"[45.432098765432094, 51.821368693796664, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.25346745922877,48.74653254077123
229,01110011,111,001,0,1,"[48.83401920438958, 48.46822130772747, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.30224051211707,48.697759487882934
230,10001111,111,001,0,1,"[48.46822130772747, 48.83401920438958, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.30224051211707,48.697759487882934
231,01111010,111,000,0,1,"[48.83401920438958, 46.09053497942386, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,151.3443072702332,48.6556927297668
232,11001110,111,000,0,1,"[46.09053497942386, 48.83401920438958, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,151.3443072702332,48.6556927297668
233,01010111,111,001,0,1,"[49.38271604938271, 48.01097393689986, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.3936899862826,48.606310013717405
234,10101011,111,001,0,1,"[48.01097393689986, 49.38271604938271, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.3936899862826,48.606310013717405
235,11111100,111,000,1,1,"[45.432098765432094, 45.432098765432094, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,151.42661179698214,48.573388203017856
236,11111101,111,000,1,1,"[45.432098765432094, 45.432098765432094, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,151.42661179698214,48.573388203017856
237,10111100,111,010,1,1,"[48.01097393689986, 42.888888888888886, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,151.4622770919067,48.537722908093286
238,10111101,111,010,1,1,"[48.01097393689986, 42.888888888888886, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,151.4622770919067,48.537722908093286
239,11110100,111,100,1,1,"[42.888888888888886, 48.01097393689986, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,151.4622770919067,48.537722908093286
240,11110101,111,100,1,1,"[42.888888888888886, 48.01097393689986, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,151.4622770919067,48.537722908093286
241,00111011,111,001,0,1,"[51.51653711324493, 46.09053497942386, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.6070720926688,48.3929279073312
242,11000111,111,001,0,1,"[46.09053497942386, 51.51653711324493, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.6070720926688,48.3929279073312
243,01011011,111,000,0,1,"[49.38271604938271, 46.09053497942386, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,151.6460905349794,48.35390946502059
244,11001011,111,000,0,1,"[46.09053497942386, 49.38271604938271, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,151.6460905349794,48.35390946502059
245,01101111,111,001,0,1,"[48.83401920438958, 48.83401920438958, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.66803840877918,48.33196159122082
246,01011011,111,001,1,1,"[49.38271604938271, 46.09053497942386, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.69547325102877,48.30452674897123
247,11001011,111,001,1,1,"[46.09053497942386, 49.38271604938271, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.69547325102877,48.30452674897123
248,10111100,111,000,0,1,"[48.01097393689986, 45.432098765432094, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,151.7832647462277,48.2167352537723
249,10111101,111,000,0,1,"[48.01097393689986, 45.432098765432094, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,151.7832647462277,48.2167352537723
250,11110100,111,000,0,1,"[45.432098765432094, 48.01097393689986, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,151.7832647462277,48.2167352537723
251,11110101,111,000,0,1,"[45.432098765432094, 48.01097393689986, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,151.7832647462277,48.2167352537723
252,10111111,111,000,1,1,"[48.01097393689986, 45.432098765432094, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,151.83813443072702,48.161865569272976
253,11110111,111,000,1,1,"[45.432098765432094, 48.01097393689986, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,151.83813443072702,48.161865569272976
254,01010011,111,001,0,1,"[49.38271604938271, 48.46822130772747, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.85093735711018,48.14906264288982
255,10001011,111,001,0,1,"[48.46822130772747, 49.38271604938271, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.85093735711018,48.14906264288982
256,01011010,111,000,0,1,"[49.38271604938271, 46.09053497942386, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,151.89300411522632,48.10699588477368
257,11001010,111,000,0,1,"[46.09053497942386, 49.38271604938271, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,151.89300411522632,48.10699588477368
258,00011011,111,001,0,1,"[51.821368693796664, 46.09053497942386, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.91190367322054,48.088096326779464
259,11000011,111,001,0,1,"[46.09053497942386, 51.821368693796664, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,151.91190367322054,48.088096326779464
260,10011100,111,010,1,1,"[48.46822130772747, 42.888888888888886, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,151.9195244627343,48.0804755372657
261,10011101,111,010,1,1,"[48.46822130772747, 42.888888888888886, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,151.9195244627343,48.0804755372657
262,11110000,111,100,1,1,"[42.888888888888886, 48.46822130772747, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,151.9195244627343,48.0804755372657
263,11110001,111,100,1,1,"[42.888888888888886, 48.46822130772747, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,151.9195244627343,48.0804755372657
264,10111110,111,000,1,1,"[48.01097393689986, 45.432098765432094, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,152.0850480109739,47.91495198902609
265,11011100,111,000,1,1,"[46.09053497942386, 45.432098765432094, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.0850480109739,47.91495198902609
266,11011101,111,000,1,1,"[46.09053497942386, 45.432098765432094, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.0850480109739,47.91495198902609
267,11110110,111,000,1,1,"[45.432098765432094, 48.01097393689986, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,152.0850480109739,47.91495198902609
268,11111000,111,000,1,1,"[45.432098765432094, 46.09053497942386, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.0850480109739,47.91495198902609
269,11111001,111,000,1,1,"[45.432098765432094, 46.09053497942386, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.0850480109739,47.91495198902609
270,10110111,111,000,0,1,"[48.01097393689986, 48.01097393689986, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,152.19478737997258,47.80521262002742
271,01001111,111,001,0,1,"[49.38271604938271, 48.83401920438958, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,152.2167352537723,47.7832647462277
272,01101011,111,001,0,1,"[48.83401920438958, 49.38271604938271, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,152.2167352537723,47.7832647462277
273,10011100,111,000,0,1,"[48.46822130772747, 45.432098765432094, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.24051211705532,47.75948788294468
274,10011101,111,000,0,1,"[48.46822130772747, 45.432098765432094, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.24051211705532,47.75948788294468
275,11110000,111,000,0,1,"[45.432098765432094, 48.46822130772747, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.24051211705532,47.75948788294468
276,11110001,111,000,0,1,"[45.432098765432094, 48.46822130772747, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.24051211705532,47.75948788294468
277,10110111,111,001,1,1,"[48.01097393689986, 48.01097393689986, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,152.24417009602192,47.75582990397808
278,01111100,111,010,1,1,"[48.83401920438958, 42.888888888888886, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.28532235939642,47.71467764060358
279,01111101,111,010,1,1,"[48.83401920438958, 42.888888888888886, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.28532235939642,47.71467764060358
280,11101100,111,100,1,1,"[42.888888888888886, 48.83401920438958, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.28532235939642,47.71467764060358
281,11101101,111,100,1,1,"[42.888888888888886, 48.83401920438958, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.28532235939642,47.71467764060358
282,10011111,111,000,1,1,"[48.46822130772747, 45.432098765432094, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,152.2953818015546,47.70461819844539
283,11110011,111,000,1,1,"[45.432098765432094, 48.46822130772747, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,152.2953818015546,47.70461819844539
284,10110110,111,000,0,1,"[48.01097393689986, 48.01097393689986, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,152.44170096021946,47.558299039780536
285,10111000,111,000,0,1,"[48.01097393689986, 46.09053497942386, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.44170096021946,47.558299039780536
286,10111001,111,000,0,1,"[48.01097393689986, 46.09053497942386, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.44170096021946,47.558299039780536
287,11010100,111,000,0,1,"[46.09053497942386, 48.01097393689986, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.44170096021946,47.558299039780536
288,11010101,111,000,0,1,"[46.09053497942386, 48.01097393689986, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.44170096021946,47.558299039780536
289,10111011,111,000,1,1,"[48.01097393689986, 46.09053497942386, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,152.4965706447188,47.50342935528121
290,11010111,111,000,1,1,"[46.09053497942386, 48.01097393689986, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,152.4965706447188,47.50342935528121
291,10011110,111,000,1,1,"[48.46822130772747, 45.432098765432094, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,152.54229538180152,47.45770461819848
292,11110010,111,000,1,1,"[45.432098765432094, 48.46822130772747, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,152.54229538180152,47.45770461819848
293,11111111,111,111,0,0,"[42.888888888888886, 42.888888888888886, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,152.59259259259258,47.40740740740742
294,01111100,111,000,0,1,"[48.83401920438958, 45.432098765432094, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.60631001371743,47.39368998628257
295,01111101,111,000,0,1,"[48.83401920438958, 45.432098765432094, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.60631001371743,47.39368998628257
296,11101100,111,000,0,1,"[45.432098765432094, 48.83401920438958, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.60631001371743,47.39368998628257
297,11101101,111,000,0,1,"[45.432098765432094, 48.83401920438958, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.60631001371743,47.39368998628257
298,10010111,111,000,0,1,"[48.46822130772747, 48.01097393689986, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,152.65203475080017,47.34796524919983
299,10110011,111,000,0,1,"[48.01097393689986, 48.46822130772747, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,152.65203475080017,47.34796524919983
300,01111111,111,000,1,1,"[48.83401920438958, 45.432098765432094, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,152.66117969821673,47.33882030178327
301,11101111,111,000,1,1,"[45.432098765432094, 48.83401920438958, 41.7283950617284]","[1.0, 1.0, 1.0]",0.9,152.66117969821673,47.33882030178327
302,10010111,111,001,1,1,"[48.46822130772747, 48.01097393689986, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,152.70141746684953,47.298582533150466
303,10110011,111,001,1,1,"[48.01097393689986, 48.46822130772747, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,152.70141746684953,47.298582533150466
304,10111010,111,000,1,1,"[48.01097393689986, 46.09053497942386, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,152.74348422496567,47.25651577503433
305,11010110,111,000,1,1,"[46.09053497942386, 48.01097393689986, 41.9753086419753]","[1.0, 1.0, 1.0]",0.9,152.74348422496567,47.25651577503433
306,11011000,111,000,1,1,"[46.09053497942386, 46.09053497942386, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.74348422496567,47.25651577503433
307,11011001,111,000,1,1,"[46.09053497942386, 46.09053497942386, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.74348422496567,47.25651577503433
308,00111100,111,010,0,1,"[51.51653711324493, 42.888888888888886, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.74561804602956,47.25438195397044
309,00111101,111,010,0,1,"[51.51653711324493, 42.888888888888886, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.74561804602956,47.25438195397044
310,11100100,111,100,0,1,"[42.888888888888886, 51.51653711324493, 43.8957475994513]","[1.0, 1.0, 1.0]",0.9,152.74561804602956,47.25438195397044
311,11100101,111,100,0,1,"[42.888888888888886, 51.51653711324493, 43.895747599451305]","[1.0, 1.0, 1.0]",0.9,152.74561804602956,47.25438195397044
312,01001011,111,001,0,1,"[49.38271604938271, 49.38271604938271, 39.55555555555556]","[1.0, 1.0, 1.0]",0.9,152.76543209876542,47.234567901234584
